Image_name,scientific_name,gemini_alt_text
obs_102691691_photo_171703626,Egregia menziesii,https://www.inaturalist.org/observations/102691691,https://inaturalist-open-data.s3.amazonaws.com/photos/171703626/medium.jpeg,"Dark brown, frilly seaweed drapes across wet, pink-hued coastal rocks and smooth, rounded pebbles in an intertidal zone.",gemini-3.5-flash
obs_10317797_photo_14298032,Dermasterias imbricata,https://www.inaturalist.org/observations/10317797,https://inaturalist-open-data.s3.amazonaws.com/photos/14298032/medium.jpg,"A seagull stands on a dark wooden boardwalk next to a small, pale starfish.",gemini-3.5-flash
obs_130480768_photo_70327211,Hirudo michaelseni,https://www.inaturalist.org/observations/130480768,https://inaturalist-open-data.s3.amazonaws.com/photos/70327211/medium.jpeg,"A yellowish-gold fish with a long, dark, hook-shaped leech parasite attached to its side.",gemini-3.5-flash
obs_188731534_photo_330410184,Lonsdalea quercina,https://www.inaturalist.org/observations/188731534,https://inaturalist-open-data.s3.amazonaws.com/photos/330410184/medium.jpg,"A close-up of a person's fingers holding a small, hollow acorn cap filled with a frothy, bubbly liquid.",gemini-3.5-flash
obs_194599339_photo_342107100,Obama nungara,https://www.inaturalist.org/observations/194599339,https://inaturalist-open-data.s3.amazonaws.com/photos/342107100/medium.jpeg,"A glossy, dark brown flatworm is wrapped around a small, coiled snail shell on a rough, rocky surface.",gemini-3.5-flash
obs_194795499_photo_341224314,Urticina columbiana,https://www.inaturalist.org/observations/194795499,https://inaturalist-open-data.s3.amazonaws.com/photos/341224314/medium.png,An underwater photograph of a large orange sea anemone consuming a black and white sunfish on a sandy seabed.,gemini-3.5-flash
obs_102691691_photo_171703626,Egregia menziesii,https://www.inaturalist.org/observations/102691691,https://inaturalist-open-data.s3.amazonaws.com/photos/171703626/medium.jpeg,"Wet, dark brown feather boa kelp with small bulbous floats is draped across glistening, pink-algae-covered rocks and smooth grey stones in a tide pool.",gemini-3.5-flash
obs_10317797_photo_14298032,Dermasterias imbricata,https://www.inaturalist.org/observations/10317797,https://inaturalist-open-data.s3.amazonaws.com/photos/14298032/medium.jpg,"A seagull stands on a wooden dock, looking down at a small starfish on the ground.",gemini-3.5-flash
obs_130480768_photo_70327211,Hirudo michaelseni,https://www.inaturalist.org/observations/130480768,https://inaturalist-open-data.s3.amazonaws.com/photos/70327211/medium.jpeg,"A small, yellowish-pink fish in shallow water with a dark, hook-shaped parasite attached to its side against a plain white background.",gemini-3.5-flash
obs_188731534_photo_330410184,Lonsdalea quercina,https://www.inaturalist.org/observations/188731534,https://inaturalist-open-data.s3.amazonaws.com/photos/330410184/medium.jpg,"A close-up of a person's hand holding a small, brown acorn cup covered with a sticky, bubbly liquid secretion.",gemini-3.5-flash
obs_194599339_photo_342107100,Obama nungara,https://www.inaturalist.org/observations/194599339,https://inaturalist-open-data.s3.amazonaws.com/photos/342107100/medium.jpeg,"A glossy, dark brown flatworm crawls across a rough stone surface with a small, coiled snail shell resting on its body.",gemini-3.5-flash
obs_194795499_photo_341224314,Urticina columbiana,https://www.inaturalist.org/observations/194795499,https://inaturalist-open-data.s3.amazonaws.com/photos/341224314/medium.png,"An orange and pink sea anemone on a sandy seabed grips a large, flat white fish with a dark face and a prominent eye.",gemini-3.5-flash
obs_195713651_photo_344383957,Parakontikia ventrolineata,https://www.inaturalist.org/observations/195713651,https://inaturalist-open-data.s3.amazonaws.com/photos/344383957/medium.jpeg,"A dark blue-black flatworm wraps tightly around a brown slug on a sandy, mossy rock surface.",gemini-3.5-flash
obs_220102252_photo_389649357,Furia ithacensis,https://www.inaturalist.org/observations/220102252,https://inaturalist-open-data.s3.amazonaws.com/photos/389649357/medium.jpeg,"A close-up shot of a dead insect infected with white fungus, clinging to the underside of a vibrant green leaf with its wings spread open.",gemini-3.5-flash
obs_220822650_photo_391000325,Cucumaria miniata,https://www.inaturalist.org/observations/220822650,https://inaturalist-open-data.s3.amazonaws.com/photos/391000325/medium.jpeg,"A reddish-brown sea cucumber rests in shallow water on a wet sandy beach, with the leg of a nearby bird visible on the left.",gemini-3.5-flash
obs_250956763_photo_448935283,Prostheceraeus crozieri,https://www.inaturalist.org/observations/250956763,https://inaturalist-open-data.s3.amazonaws.com/photos/448935283/medium.jpg,"An underwater close-up of a ruffled, patterned flatworm crawling over a colony of translucent, tube-like sea squirts with bright orange rims.",gemini-3.5-flash
obs_256022699_photo_458927175,Arthrophaga myriapodina,https://www.inaturalist.org/observations/256022699,https://inaturalist-open-data.s3.amazonaws.com/photos/458927175/medium.jpeg,"A pale, translucent millipede with white-fringed segments curls into a C-shape around a green sprig against a dark background.",gemini-3.5-flash
obs_258568965_photo_463949088,Reticularia,https://www.inaturalist.org/observations/258568965,https://inaturalist-open-data.s3.amazonaws.com/photos/463949088/medium.jpg,"An extreme close-up shot of a rough, porous rock with an iridescent metallic sheen, covered in fine, dusty dirt.",gemini-3.5-flash
obs_263836670_photo_474047112,Pisaster ochraceus,https://www.inaturalist.org/observations/263836670,https://inaturalist-open-data.s3.amazonaws.com/photos/474047112/medium.jpeg,"A close-up shot of a grey seagull with its mouth stretched wide to swallow a large, bumpy purple starfish.",gemini-3.5-flash
obs_264953671_photo_475827468,Peripatopsis orientalis,https://www.inaturalist.org/observations/264953671,https://inaturalist-open-data.s3.amazonaws.com/photos/475827468/medium.jpeg,"A reddish-orange velvet worm clings to a thin green stem while clutching a dark brown butterfly, set against a soft, out-of-focus background.",gemini-3.5-flash
obs_291009479_photo_523542929,Macroperipatus torquatus,https://www.inaturalist.org/observations/291009479,https://inaturalist-open-data.s3.amazonaws.com/photos/523542929/medium.jpg,A reddish-brown velvet worm crawls through blades of green grass on a moss-covered forest floor next to a fallen yellow leaf.,gemini-3.5-flash
obs_102691691_photo_171703626,Egregia menziesii,https://www.inaturalist.org/observations/102691691,https://inaturalist-open-data.s3.amazonaws.com/photos/171703626/medium.jpeg,"Dark brown, feathery seaweed drapes over wet tide pool rocks covered in pink algae and smooth, rounded pebbles.",gemini-3.5-flash
obs_102691691_photo_171703626,Egregia menziesii,https://www.inaturalist.org/observations/102691691,https://inaturalist-open-data.s3.amazonaws.com/photos/171703626/medium.jpeg,"Wet, dark brown feather boa kelp is draped over rocky intertidal terrain, surrounded by smooth pebbles and pinkish coralline algae.",gemini-3.5-flash
